App;Category;Rating;Reviews;Size;Installs;Type;Price;Content Rating;Genres;Last Updated;Current Ver;Android Ver
HPlus;HEALTH_AND_FITNESS;29;1786;5.9M;100,000+;Free;0;Everyone;Health & Fitness;12.06.2018;3.5.2;4.4 and up
Hungry Girl Diet Bk. Companion;HEALTH_AND_FITNESS;22;4;28M;1,000+;Free;0;Everyone;Health & Fitness;01.02.2018;1.1.3;4.0 and up
I AM C.T.;HEALTH_AND_FITNESS;46;28;20M;1,000+;Free;0;Mature 17+;Health & Fitness;27.04.2017;1.0;4.0.3 and up
I�m Expecting - Pregnancy App;HEALTH_AND_FITNESS;46;71269;49M;1,000,000+;Free;0;Everyone;Health & Fitness;30.03.2018;2.3.2;4.0.3 and up
I�m Expecting - Pregnancy App;HEALTH_AND_FITNESS;46;71266;49M;1,000,000+;Free;0;Everyone;Health & Fitness;30.03.2018;2.3.2;4.0.3 and up
Ideal Weight, BMI Calculator;HEALTH_AND_FITNESS;42;112384;5M;5,000,000+;Free;0;Everyone;Health & Fitness;23.02.2018;2.1.0;4.1 and up
Insight Timer - Free Meditation App;HEALTH_AND_FITNESS;46;20161;Varies with device;1,000,000+;Free;0;Everyone;Health & Fitness;01.08.2018;Varies with device;Varies with device
J - Style Pro;HEALTH_AND_FITNESS;23;74;2.6M;10,000+;Free;0;Everyone;Health & Fitness;20.01.2016;1.1;4.3 and up
JEFIT Workout Tracker, Weight Lifting, Gym Log App;HEALTH_AND_FITNESS;45;60096;27M;5,000,000+;Free;0;Teen;Health & Fitness;07.04.2018;10.0;4.0.3 and up
K Health;HEALTH_AND_FITNESS;41;290;40M;50,000+;Free;0;Teen;Health & Fitness;22.07.2018;1.7.2992;4.1 and up
Keep Trainer - Workout Trainer & Fitness Coach;HEALTH_AND_FITNESS;47;14810;Varies with device;1,000,000+;Free;0;Everyone;Health & Fitness;24.07.2018;Varies with device;Varies with device
Kick Axe Bx;HEALTH_AND_FITNESS;1;0;9.3M;0,001+;Free;0;Everyone;Health & Fitness;07.06.2017;1.0.1;4.0 and up
L!FE Premium Training;HEALTH_AND_FITNESS;1;2;10M;0,100+;Free;0;Everyone;Health & Fitness;09.07.2018;4.2.2;4.1 and up
Ladies' Ab Workout FREE;HEALTH_AND_FITNESS;40;12906;8.5M;1,000,000+;Free;0;Everyone;Health & Fitness;08.10.2012;1.01;2.1 and up
Lark - 24/7 Health Coach;HEALTH_AND_FITNESS;41;3405;51M;100,000+;Free;0;Everyone;Health & Fitness;25.07.2018;4.5.1.123;4.4 and up
Lark - 24/7 Health Coach;HEALTH_AND_FITNESS;41;3405;51M;100,000+;Free;0;Everyone;Health & Fitness;25.07.2018;4.5.1.123;4.4 and up
LG Health;HEALTH_AND_FITNESS;33;20098;25M;10,000,000+;Free;0;Everyone;Health & Fitness;14.05.2018;5.31.75;4.4 and up
Lose Belly Fat in 30 Days - Flat Stomach;HEALTH_AND_FITNESS;49;38098;11M;5,000,000+;Free;0;Everyone;Health & Fitness;21.06.2018;1.0.4;4.2 and up
Lose Belly Fat-Home Abs Fitness Workout;HEALTH_AND_FITNESS;46;199;8.8M;50,000+;Free;0;Everyone;Health & Fitness;24.07.2018;1.0.7;4.1 and up
Lose It! - Calorie Counter;HEALTH_AND_FITNESS;44;69395;Varies with device;10,000,000+;Free;0;Everyone;Health & Fitness;03.08.2018;Varies with device;Varies with device
Lose It! - Calorie Counter;HEALTH_AND_FITNESS;44;69395;Varies with device;10,000,000+;Free;0;Everyone;Health & Fitness;03.08.2018;Varies with device;Varies with device
Lose It! - Calorie Counter;HEALTH_AND_FITNESS;44;69395;Varies with device;10,000,000+;Free;0;Everyone;Health & Fitness;03.08.2018;Varies with device;Varies with device
Lose Weight in 30 Days;HEALTH_AND_FITNESS;48;220125;11M;10,000,000+;Free;0;Everyone;Health & Fitness;31.07.2018;1.0.14;4.0 and up
Lullaby Add-on for Sleep as Android;HEALTH_AND_FITNESS;39;2057;6.2M;50,000+;Paid;7,15;Everyone;Health & Fitness;18.10.2017;2.4;4.0 and up
Map My Fitness Workout Trainer;HEALTH_AND_FITNESS;44;38343;55M;1,000,000+;Free;0;Everyone;Health & Fitness;27.07.2018;18.7.1;5.0 and up
Map My Hike GPS Hiking;HEALTH_AND_FITNESS;44;12858;55M;500,000+;Free;0;Everyone;Health & Fitness;27.07.2018;18.7.1;5.0 and up
Map My Ride GPS Cycling Riding;HEALTH_AND_FITNESS;45;106547;54M;1,000,000+;Free;0;Everyone;Health & Fitness;27.07.2018;18.7.1;5.0 and up
MealLogger-Photo Food Journal;HEALTH_AND_FITNESS;35;217;9.4M;50,000+;Free;0;Teen;Health & Fitness;23.08.2017;4.6.2;4.0.3 and up
MealLogger-Photo Food Journal;HEALTH_AND_FITNESS;35;217;9.4M;50,000+;Free;0;Teen;Health & Fitness;23.08.2017;4.6.2;4.0.3 and up
MediBeat for AW - Android (1);HEALTH_AND_FITNESS;1;2;Varies with device;0,500+;Free;0;Everyone;Health & Fitness;24.10.2017;0.9.16;Varies with device
Meditate OM;HEALTH_AND_FITNESS;45;19074;4.2M;1,000,000+;Free;0;Everyone;Health & Fitness;17.01.2018;16.0;4.0 and up
Meditation Music - Relax, Yoga;HEALTH_AND_FITNESS;46;48226;28M;1,000,000+;Free;0;Everyone;Health & Fitness;05.03.2018;3.1.9;4.0.3 and up
Meditation Music - Relax, Yoga;HEALTH_AND_FITNESS;46;48226;28M;1,000,000+;Free;0;Everyone;Health & Fitness;05.03.2018;3.1.9;4.0.3 and up
Meditation Studio;HEALTH_AND_FITNESS;46;1026;29M;10,000+;Paid;2,97;Everyone;Health & Fitness;15.05.2018;1.0.6;4.3 and up
MI-BP;HEALTH_AND_FITNESS;50;1;12M;0,050+;Free;0;Everyone;Health & Fitness;09.04.2018;1.0.8.506;5.0 and up
Monitor My BP;HEALTH_AND_FITNESS;1;0;4.6M;0,050+;Paid;5,67;Everyone;Health & Fitness;26.11.2016;2.0.1;4.0 and up
Monitor Your Weight;HEALTH_AND_FITNESS;45;126017;4.3M;5,000,000+;Free;0;Everyone;Health & Fitness;05.07.2018;4.9.8.1;4.0 and up
My BP Lab;HEALTH_AND_FITNESS;26;186;25M;10,000+;Free;0;Everyone;Health & Fitness;19.05.2018;1.1.0;8.0 and up
My Chakra Meditation;HEALTH_AND_FITNESS;44;7586;45M;500,000+;Free;0;Everyone;Health & Fitness;10.04.2018;1.0.6;2.3.3 and up
My Chakra Meditation 2;HEALTH_AND_FITNESS;43;1288;31M;100,000+;Free;0;Everyone;Health & Fitness;10.04.2018;2.0.4;2.3.3 and up
My Cycles Period and Ovulation;HEALTH_AND_FITNESS;43;26652;41M;1,000,000+;Free;0;Everyone;Health & Fitness;04.05.2018;2.3.3;4.0.3 and up
My Days - Ovulation Calendar & Period Tracker �;HEALTH_AND_FITNESS;45;93691;Varies with device;5,000,000+;Free;0;Everyone;Health & Fitness;05.07.2018;Varies with device;Varies with device
My Diet Coach - Weight Loss Motivation & Tracker;HEALTH_AND_FITNESS;44;141163;Varies with device;10,000,000+;Free;0;Everyone;Health & Fitness;11.06.2018;Varies with device;Varies with device
My Diet Diary Calorie Counter;HEALTH_AND_FITNESS;41;18539;57M;1,000,000+;Free;0;Everyone;Health & Fitness;30.07.2018;1.11.4;4.0.3 and up
My Diet Diary Calorie Counter;HEALTH_AND_FITNESS;41;18539;57M;1,000,000+;Free;0;Everyone;Health & Fitness;30.07.2018;1.11.4;4.0.3 and up
MyPlate Calorie Tracker;HEALTH_AND_FITNESS;46;24094;18M;1,000,000+;Free;0;Everyone;Health & Fitness;09.07.2018;3.3.0(1);4.1 and up
MyPlate Calorie Tracker;HEALTH_AND_FITNESS;46;24094;18M;1,000,000+;Free;0;Everyone;Health & Fitness;09.07.2018;3.3.0(1);4.1 and up
Nike Training Club - Workouts & Fitness Plans;HEALTH_AND_FITNESS;46;251534;93M;10,000,000+;Free;0;Everyone;Health & Fitness;18.07.2018;5.14.0;5.0 and up
Nike Training Club - Workouts & Fitness Plans;HEALTH_AND_FITNESS;46;251534;93M;10,000,000+;Free;0;Everyone;Health & Fitness;18.07.2018;5.14.0;5.0 and up
Nike Training Club - Workouts & Fitness Plans;HEALTH_AND_FITNESS;46;251618;93M;10,000,000+;Free;0;Everyone;Health & Fitness;18.07.2018;5.14.0;5.0 and up
Nike+ Run Club;HEALTH_AND_FITNESS;44;708674;Varies with device;10,000,000+;Free;0;Everyone;Health & Fitness;12.07.2018;2.17.0;4.4 and up
Nike+ Run Club;HEALTH_AND_FITNESS;44;708710;Varies with device;10,000,000+;Free;0;Everyone;Health & Fitness;12.07.2018;2.17.0;4.4 and up
Nike+ Run Club;HEALTH_AND_FITNESS;44;708710;Varies with device;10,000,000+;Free;0;Everyone;Health & Fitness;12.07.2018;2.17.0;4.4 and up
Nike+ Run Club;HEALTH_AND_FITNESS;44;708753;Varies with device;10,000,000+;Free;0;Everyone;Health & Fitness;12.07.2018;2.17.0;4.4 and up
Oral-B App;HEALTH_AND_FITNESS;33;14210;96M;1,000,000+;Free;0;Everyone;Health & Fitness;19.07.2018;6.0.1;5.0 and up
OvuView: Ovulation and Fertility;HEALTH_AND_FITNESS;45;40296;Varies with device;1,000,000+;Free;0;Everyone;Health & Fitness;15.06.2018;Varies with device;Varies with device
Pacifica - Stress & Anxiety;HEALTH_AND_FITNESS;45;10253;Varies with device;500,000+;Free;0;Teen;Health & Fitness;09.07.2018;6.3.1;Varies with device
Pedometer;HEALTH_AND_FITNESS;44;400592;2.9M;10,000,000+;Free;0;Everyone;Health & Fitness;04.07.2018;5.23;4.0 and up
Pedometer - Step Counter Free & Calorie Burner;HEALTH_AND_FITNESS;48;31139;6.9M;1,000,000+;Free;0;Everyone;Health & Fitness;24.07.2018;1.0.11;4.1 and up
Pedometer, Step Counter & Weight Loss Tracker App;HEALTH_AND_FITNESS;46;548021;27M;10,000,000+;Free;0;Everyone;Health & Fitness;02.08.2018;p5.7.1;4.1 and up
Period Tracker;HEALTH_AND_FITNESS;45;325738;Varies with device;10,000,000+;Free;0;Everyone;Health & Fitness;28.07.2018;Varies with device;Varies with device
Period Tracker - Period Calendar Ovulation Tracker;HEALTH_AND_FITNESS;48;4559407;Varies with device;100,000,000+;Free;0;Everyone;Health & Fitness;01.08.2018;Varies with device;Varies with device
Period Tracker Clue: Period and Ovulation Tracker;HEALTH_AND_FITNESS;48;570242;20M;10,000,000+;Free;0;Everyone;Health & Fitness;02.08.2018;5.0.2;4.1 and up
Period Tracker, Pregnancy Calculator & Calendar ??;HEALTH_AND_FITNESS;1;0;Varies with device;10,000+;Free;0;Everyone;Health & Fitness;01.08.2018;Varies with device;Varies with device
Pharmacie de Garde CI et Prix;HEALTH_AND_FITNESS;44;2599;6.9M;100,000+;Free;0;Mature 17+;Health & Fitness;09.01.2018;3.0.5.0;2.0 and up
Pharmacy CI - Pharmacies de garde C�te d'Ivoire;HEALTH_AND_FITNESS;45;5509;3.2M;100,000+;Free;0;Everyone;Health & Fitness;03.07.2018;4.7.0 Phoenix;4.0.3 and up
PHARMAGUIDE (DZ);HEALTH_AND_FITNESS;41;131;3.4M;5,000+;Free;0;Everyone;Health & Fitness;01.04.2016;1.06;1.6 and up
Pocket Yoga;HEALTH_AND_FITNESS;44;2107;Varies with device;100,000+;Paid;7,93;Everyone;Health & Fitness;22.12.2015;Varies with device;Varies with device
Pocket Yoga;HEALTH_AND_FITNESS;44;2107;Varies with device;100,000+;Paid;4,42;Everyone;Health & Fitness;22.12.2015;Varies with device;Varies with device
Poop Tracker - Toilet Log;HEALTH_AND_FITNESS;44;622;2.5M;10,000+;Free;0;Everyone;Health & Fitness;09.05.2018;1.3.3;4.4 and up
Prana Breath: Calm & Meditate;HEALTH_AND_FITNESS;48;31665;8.4M;1,000,000+;Free;0;Everyone;Health & Fitness;19.07.2018;8.2.0_8;4.0 and up
Pregnancy & Baby Tracker;HEALTH_AND_FITNESS;46;48286;Varies with device;1,000,000+;Free;0;Everyone;Health & Fitness;27.07.2018;Varies with device;Varies with device
Pregnancy Tracker;HEALTH_AND_FITNESS;41;2681;6.5M;500,000+;Free;0;Everyone;Health & Fitness;10.02.2018;37;4.0.3 and up
PumpUp � Fitness Community;HEALTH_AND_FITNESS;40;49479;57M;1,000,000+;Free;0;Teen;Health & Fitness;10.07.2018;5.13.0;5.0 and up
Q7 SmartWatch;HEALTH_AND_FITNESS;30;94;30M;10,000+;Free;0;Everyone;Health & Fitness;09.07.2018;1.0.2;4.3 and up
Recipes for hair and face tried;HEALTH_AND_FITNESS;45;1203;6.5M;500,000+;Free;0;Everyone;Health & Fitness;16.10.2016;1.2;2.3.3 and up
Relax Meditation: Sleep with Sleep Sounds;HEALTH_AND_FITNESS;44;26540;43M;1,000,000+;Free;0;Everyone;Health & Fitness;09.02.2017;2.5.1;4.0.3 and up
Relax Meditation: Sleep with Sleep Sounds;HEALTH_AND_FITNESS;44;26540;43M;1,000,000+;Free;0;Everyone;Health & Fitness;09.02.2017;2.5.1;4.0.3 and up
Relax Melodies P: Sleep Sounds;HEALTH_AND_FITNESS;48;19543;Varies with device;100,000+;Paid;3,11;Everyone;Health & Fitness;19.01.2018;Varies with device;Varies with device
Relax Melodies: Sleep Sounds;HEALTH_AND_FITNESS;45;233243;Varies with device;5,000,000+;Free;0;Everyone;Health & Fitness;23.07.2018;Varies with device;Varies with device
Relax Melodies: Sleep Sounds;HEALTH_AND_FITNESS;45;233243;Varies with device;5,000,000+;Free;0;Everyone;Health & Fitness;23.07.2018;Varies with device;Varies with device
Relax with Andrew Johnson Lite;HEALTH_AND_FITNESS;43;2885;Varies with device;100,000+;Free;0;Everyone;Health & Fitness;19.06.2012;Varies with device;Varies with device
Relaxing Sounds;HEALTH_AND_FITNESS;46;4642;40M;100,000+;Free;0;Everyone;Health & Fitness;11.03.2017;1.92;4.1 and up
Restaurant Inspections - FL;HEALTH_AND_FITNESS;35;143;226k;10,000+;Free;0;Everyone;Health & Fitness;12.06.2013;1.1;2.2 and up
Revita.bg;HEALTH_AND_FITNESS;48;10;4M;0,010+;Free;0;Everyone;Health & Fitness;13.06.2018;3.55;4.0 and up
Run on Earth;HEALTH_AND_FITNESS;24;577;3.7M;50,000+;Free;0;Everyone;Health & Fitness;25.04.2018;1.7.5;4.0 and up
Run with Map My Run;HEALTH_AND_FITNESS;45;183662;57M;5,000,000+;Free;0;Everyone;Health & Fitness;27.07.2018;18.7.1;5.0 and up
Run with Map My Run;HEALTH_AND_FITNESS;45;183669;57M;5,000,000+;Free;0;Everyone;Health & Fitness;27.07.2018;18.7.1;5.0 and up
Run with Map My Run;HEALTH_AND_FITNESS;45;183669;57M;5,000,000+;Free;0;Everyone;Health & Fitness;27.07.2018;18.7.1;5.0 and up
Runkeeper - GPS Track Run Walk;HEALTH_AND_FITNESS;45;501144;Varies with device;10,000,000+;Free;0;Everyone;Health & Fitness;16.07.2018;Varies with device;Varies with device
Runkeeper - GPS Track Run Walk;HEALTH_AND_FITNESS;45;501144;Varies with device;10,000,000+;Free;0;Everyone;Health & Fitness;16.07.2018;Varies with device;Varies with device
Running & Jogging;HEALTH_AND_FITNESS;45;6238;3.9M;500,000+;Free;0;Everyone;Health & Fitness;30.07.2018;1.1.22;4.1 and up
Running Distance Tracker +;HEALTH_AND_FITNESS;47;77777;Varies with device;1,000,000+;Free;0;Everyone;Health & Fitness;29.06.2018;3.401;5.0 and up
Running Weight Loss Walking Jogging Hiking FITAPP;HEALTH_AND_FITNESS;44;20812;Varies with device;1,000,000+;Free;0;Teen;Health & Fitness;27.07.2018;Varies with device;Varies with device
Runtastic Mountain Bike GPS Tracker;HEALTH_AND_FITNESS;45;50679;38M;1,000,000+;Free;0;Everyone;Health & Fitness;01.08.2018;3.6.2;4.4 and up
Runtastic Running App & Mile Tracker;HEALTH_AND_FITNESS;45;827597;Varies with device;10,000,000+;Free;0;Everyone;Health & Fitness;25.07.2018;Varies with device;Varies with device
Runtastic Running App & Mile Tracker;HEALTH_AND_FITNESS;45;827651;Varies with device;10,000,000+;Free;0;Everyone;Health & Fitness;25.07.2018;Varies with device;Varies with device
Runtastic Running App & Mile Tracker;HEALTH_AND_FITNESS;45;827653;Varies with device;10,000,000+;Free;0;Everyone;Health & Fitness;25.07.2018;Varies with device;Varies with device
Runtastic Sleep Better: Sleep Cycle & Smart Alarm;HEALTH_AND_FITNESS;41;111462;Varies with device;5,000,000+;Free;0;Everyone;Health & Fitness;25.07.2018;Varies with device;Varies with device
Runtastic Sleep Better: Sleep Cycle & Smart Alarm;HEALTH_AND_FITNESS;41;111465;Varies with device;5,000,000+;Free;0;Everyone;Health & Fitness;25.07.2018;Varies with device;Varies with device
Samsung Health;HEALTH_AND_FITNESS;43;480208;70M;500,000,000+;Free;0;Everyone;Health & Fitness;31.07.2018;5.17.2.009;5.0 and up
Santa Fe Thrive;HEALTH_AND_FITNESS;50;2;8.3M;0,050+;Free;0;Everyone;Health & Fitness;09.07.2018;4.2.2;4.1 and up
SCI-Ex;HEALTH_AND_FITNESS;35;8;7.9M;1,000+;Free;0;Everyone;Health & Fitness;28.06.2018;1.0060.b0060;5.0 and up
Self Healing;HEALTH_AND_FITNESS;45;14394;9.9M;500,000+;Free;0;Everyone;Health & Fitness;16.07.2017;Public.Heal;4.0.3 and up
Self-help Anxiety Management;HEALTH_AND_FITNESS;40;2894;23M;500,000+;Free;0;Everyone 10+;Health & Fitness;22.02.2017;1.2.6;4.0.3 and up
Seven - 7 Minute Workout Training Challenge;HEALTH_AND_FITNESS;45;75571;Varies with device;1,000,000+;Free;0;Everyone;Health & Fitness;03.08.2018;7.2.5;Varies with device
Seven - 7 Minute Workout Training Challenge;HEALTH_AND_FITNESS;45;75571;Varies with device;1,000,000+;Free;0;Everyone;Health & Fitness;03.08.2018;7.2.5;Varies with device
Simple Habit Meditation;HEALTH_AND_FITNESS;47;11689;20M;500,000+;Free;0;Everyone;Health & Fitness;27.07.2018;1.29.15;4.4 and up
Simple Habit Meditation;HEALTH_AND_FITNESS;47;11689;20M;500,000+;Free;0;Everyone;Health & Fitness;27.07.2018;1.29.15;4.4 and up
Simply Yoga - Fitness Trainer for Workouts & Poses;HEALTH_AND_FITNESS;41;6826;Varies with device;1,000,000+;Free;0;Everyone;Health & Fitness;14.06.2018;Varies with device;Varies with device
Six Pack in 30 Days - Abs Workout;HEALTH_AND_FITNESS;49;272337;13M;10,000,000+;Free;0;Everyone;Health & Fitness;21.06.2018;1.0.2;4.2 and up
Six Pack in 30 Days - Abs Workout;HEALTH_AND_FITNESS;49;272172;13M;10,000,000+;Free;0;Everyone;Health & Fitness;21.06.2018;1.0.2;4.2 and up
Six Packs for Man�Body Building with No Equipment;HEALTH_AND_FITNESS;46;2880;7.1M;100,000+;Free;0;Everyone;Health & Fitness;24.07.2018;1.0.8;4.1 and up
Sleep as Android Garmin Addon;HEALTH_AND_FITNESS;26;114;1.6M;10,000+;Free;0;Everyone;Health & Fitness;20.06.2018;20180620;2.3 and up
Sleep as Android Gear Addon;HEALTH_AND_FITNESS;28;961;1.3M;100,000+;Free;0;Everyone;Health & Fitness;27.02.2018;1.5;4.0 and up
Sleep Sounds;HEALTH_AND_FITNESS;48;51227;28M;1,000,000+;Free;0;Everyone;Health & Fitness;13.07.2018;4.0.1;4.0.3 and up
Sportractive GPS Running Cycling Distance Tracker;HEALTH_AND_FITNESS;48;48276;7.5M;1,000,000+;Free;0;Everyone;Health & Fitness;04.08.2018;3.0.6;4.4 and up
Sports Tracker Running Cycling;HEALTH_AND_FITNESS;45;190247;Varies with device;5,000,000+;Free;0;Everyone;Health & Fitness;03.08.2018;Varies with device;Varies with device
Spot On Period, Birth Control, & Cycle Tracker;HEALTH_AND_FITNESS;46;4102;24M;500,000+;Free;0;Everyone 10+;Health & Fitness;19.07.2018;2.6.1;4.2 and up
Step Counter - Calorie Counter;HEALTH_AND_FITNESS;40;1577;2.2M;500,000+;Free;0;Everyone;Health & Fitness;12.08.2017;1.0.7;4.4 and up
Step Counter - Pedometer Free & Calorie Counter;HEALTH_AND_FITNESS;47;117925;7M;10,000,000+;Free;0;Everyone;Health & Fitness;24.07.2018;1.0.26;4.1 and up
Stop Smoking - EasyQuit free;HEALTH_AND_FITNESS;48;39068;4M;500,000+;Free;0;Everyone;Health & Fitness;07.07.2018;1.2.2;4.1 and up
Stop, Breathe & Think: Meditation & Mindfulness;HEALTH_AND_FITNESS;43;8576;Varies with device;1,000,000+;Free;0;Everyone;Health & Fitness;28.07.2018;Varies with device;Varies with device
Strava Training: Track Running, Cycling & Swimming;HEALTH_AND_FITNESS;45;328469;Varies with device;10,000,000+;Free;0;Teen;Health & Fitness;01.08.2018;Varies with device;Varies with device
StrongLifts 5x5 Workout Gym Log & Personal Trainer;HEALTH_AND_FITNESS;49;66791;10M;1,000,000+;Free;0;Everyone;Health & Fitness;30.07.2018;Varies with device;Varies with device
Sworkit: Workouts & Fitness Plans;HEALTH_AND_FITNESS;46;109756;78M;5,000,000+;Free;0;Everyone;Health & Fitness;01.08.2018;8.2.0;4.0.3 and up
Technutri - calorie counter, diet and carb tracker;HEALTH_AND_FITNESS;44;70416;23M;5,000,000+;Free;0;Everyone;Health & Fitness;27.07.2018;3.19.4;4.1 and up
The Bump Pregnancy Tracker;HEALTH_AND_FITNESS;46;20301;22M;1,000,000+;Free;0;Everyone;Health & Fitness;16.05.2018;3.22;4.3 and up
The CJ Rubric;HEALTH_AND_FITNESS;50;5;43M;0,100+;Free;0;Everyone;Health & Fitness;05.12.2017;The CJ Rubric 7.12.0;4.1 and up
The ClubHouse CR;HEALTH_AND_FITNESS;1;5;8.7M;0,100+;Free;0;Everyone;Health & Fitness;09.07.2018;4.2.2;4.1 and up
The Daily BJ;HEALTH_AND_FITNESS;48;38;24M;0,500+;Free;0;Everyone;Health & Fitness;10.07.2018;1.1;5.0 and up
The EO Bar;HEALTH_AND_FITNESS;47;416;34M;10,000+;Paid;9,58;Everyone;Health & Fitness;02.07.2018;1.3.7;4.1 and up
The TK-App - everything under control;HEALTH_AND_FITNESS;45;8642;18M;100,000+;Free;0;Everyone;Health & Fitness;02.08.2018;1.20;4.4 and up
Thrive CF;HEALTH_AND_FITNESS;22;6;8M;0,100+;Free;0;Everyone;Health & Fitness;05.01.2018;1.0.1;4.3 and up
Tools & Mi Band;HEALTH_AND_FITNESS;44;15753;13M;100,000+;Paid;3,34;Everyone;Health & Fitness;26.07.2018;3.7.3;4.3 and up
Tracks;HEALTH_AND_FITNESS;46;623;40M;50,000+;Free;0;Everyone 10+;Health & Fitness;17.07.2017;1.2.3;4.0.3 and up
Treadmill Workouts Free (P);HEALTH_AND_FITNESS;33;10;3.3M;1,000+;Free;0;Everyone;Health & Fitness;05.04.2018;1.8 P;4.4 and up
Twilight: Blue light filter;HEALTH_AND_FITNESS;46;318134;Varies with device;5,000,000+;Free;0;Everyone;Health & Fitness;29.05.2018;Varies with device;Varies with device
Ultimate Ab & Core Workouts;HEALTH_AND_FITNESS;47;55571;12M;1,000,000+;Free;0;Everyone;Health & Fitness;21.02.2018;1.23;4.0 and up
Vi Trainer;HEALTH_AND_FITNESS;36;124;100M;5,000+;Free;0;Everyone;Health & Fitness;02.08.2018;2.0.0.11;5.0 and up
ViewRanger - Hike, Ride or Walk;HEALTH_AND_FITNESS;42;34356;Varies with device;1,000,000+;Free;0;Everyone;Health & Fitness;31.07.2018;Varies with device;Varies with device
Vital Tones EI Pro;HEALTH_AND_FITNESS;1;2;85M;0,050+;Paid;8,83;Everyone;Health & Fitness;01.12.2017;1.4;4.0 and up
Walk with Map My Walk;HEALTH_AND_FITNESS;45;144040;55M;5,000,000+;Free;0;Everyone;Health & Fitness;27.07.2018;18.7.1;5.0 and up
Walk with Map My Walk;HEALTH_AND_FITNESS;45;144050;55M;5,000,000+;Free;0;Everyone;Health & Fitness;27.07.2018;18.7.1;5.0 and up
Walking for Weight Loss - Walk Tracker;HEALTH_AND_FITNESS;45;644;5.5M;100,000+;Free;0;Everyone;Health & Fitness;25.07.2018;1.0.4;4.1 and up
Walking: Pedometer diet;HEALTH_AND_FITNESS;37;1861;1.5M;1,000,000+;Free;0;Everyone;Health & Fitness;18.06.2018;1.5;2.3 and up
Water Drink Reminder;HEALTH_AND_FITNESS;46;524299;Varies with device;10,000,000+;Free;0;Everyone;Health & Fitness;29.06.2018;Varies with device;Varies with device
Weight Loss Running by Verv;HEALTH_AND_FITNESS;45;27393;59M;1,000,000+;Free;0;Mature 17+;Health & Fitness;16.07.2018;6.5.3;4.1 and up
Weight Loss Running by Verv;HEALTH_AND_FITNESS;45;27396;59M;1,000,000+;Free;0;Mature 17+;Health & Fitness;16.07.2018;6.5.3;4.1 and up
Weight Loss Running by Verv;HEALTH_AND_FITNESS;45;27396;59M;1,000,000+;Free;0;Mature 17+;Health & Fitness;16.07.2018;6.5.3;4.1 and up
Weight Loss Tracker - RecStyle;HEALTH_AND_FITNESS;44;20547;5.7M;1,000,000+;Free;0;Everyone;Health & Fitness;29.11.2017;3.2.7;4.1 and up
Weight Loss Tracker - RecStyle;HEALTH_AND_FITNESS;44;20547;5.7M;1,000,000+;Free;0;Everyone;Health & Fitness;29.11.2017;3.2.7;4.1 and up
Weight Watchers Mobile;HEALTH_AND_FITNESS;42;270267;58M;5,000,000+;Free;0;Everyone;Health & Fitness;31.07.2018;6.15.0;4.1 and up
Weight Watchers Mobile;HEALTH_AND_FITNESS;42;270294;58M;5,000,000+;Free;0;Everyone;Health & Fitness;31.07.2018;6.15.0;4.1 and up
Weight Watchers Mobile;HEALTH_AND_FITNESS;42;270294;58M;5,000,000+;Free;0;Everyone;Health & Fitness;31.07.2018;6.15.0;4.1 and up
We're Working Out - Al Kavadlo;HEALTH_AND_FITNESS;43;979;Varies with device;50,000+;Free;0;Everyone;Health & Fitness;24.12.2017;Varies with device;Varies with device
White Noise Lite;HEALTH_AND_FITNESS;44;57634;41M;1,000,000+;Free;0;Everyone;Health & Fitness;25.06.2018;7.4;4.1 and up
White Sound Pro;HEALTH_AND_FITNESS;47;16570;73M;500,000+;Free;0;Everyone;Health & Fitness;29.07.2018;4.8.0;4.4 and up
WomanLog Calendar;HEALTH_AND_FITNESS;45;121838;15M;5,000,000+;Free;0;Everyone;Health & Fitness;23.05.2018;5.5.1;4.0.3 and up
"Women""s Health Tips(Breast,Face,Body,weight lose)";HEALTH_AND_FITNESS;42;2509;5M;1,000,000+;Free;0;Mature 17+;Health & Fitness;20.04.2018;1.8;4.1 and up
Workout Tracker & Gym Trainer - Fitness Log Book;HEALTH_AND_FITNESS;46;5420;21M;500,000+;Free;0;Everyone;Health & Fitness;05.06.2018;2.48.3;4.1 and up
Workout Trainer: fitness coach;HEALTH_AND_FITNESS;42;100406;Varies with device;10,000,000+;Free;0;Everyone;Health & Fitness;30.06.2018;Varies with device;Varies with device
Workout Trainer: fitness coach;HEALTH_AND_FITNESS;42;100406;Varies with device;10,000,000+;Free;0;Everyone;Health & Fitness;30.06.2018;Varies with device;Varies with device
X your Ex - Break Up Treatment;HEALTH_AND_FITNESS;40;32;64M;5,000+;Free;0;Everyone;Health & Fitness;20.05.2017;3.9;4.1 and up
YAZIO Calorie Counter, Nutrition Diary & Diet Plan;HEALTH_AND_FITNESS;46;117176;Varies with device;5,000,000+;Free;0;Everyone;Health & Fitness;07.07.2018;Varies with device;Varies with device
Yoga - Track Yoga;HEALTH_AND_FITNESS;45;7976;44M;500,000+;Free;0;Everyone;Health & Fitness;09.07.2018;7.0;4.0.3 and up
Yoga Studio: Mind & Body;HEALTH_AND_FITNESS;43;5499;94M;100,000+;Free;0;Everyone;Health & Fitness;23.07.2018;2.0.16;4.1 and up
